OBJECTID,STD_ZIP5,USPS_ZIP_PREF_CITY_1221,USPS_ZIP_PREF_STATE_1221,LATITUDE,LONGITUDE,LAT,LGT,x,y
3650,12788,WOODBOURNE,NY,41.79278954,-74.598132292,41.79278954,-74.598132292,-8304226.10087469,5129990.68181919
3651,12789,WOODRIDGE,NY,41.704510629,-74.57342022,41.704510629,-74.57342022,-8301475.16560321,5116818.8271795
3652,12790,WURTSBORO,NY,41.59149148,-74.510015534,41.59149148,-74.510015534,-8294416.98824378,5099981.91757062
3653,12791,YOUNGSVILLE,NY,41.808810494,-74.886393177,41.808810494,-74.886393177,-8336315.15580851,5132383.06832482
3654,12792,YULAN,NY,41.521833281,-74.937217158,41.521833281,-74.937217158,-8341972.85549352,5089619.34126335
3655,12801,GLENS FALLS,NY,43.311150283,-73.648322524,43.311150283,-73.648322524,-8198493.76115046,5359452.65222975
3656,12803,SOUTH GLENS FALLS,NY,43.288660235,-73.631794574,43.288660235,-73.631794574,-8196653.8781726,5356012.59926206
3657,12804,QUEENSBURY,NY,43.330483575,-73.678768471,43.330483575,-73.678768471,-8201882.98846721,5362410.8688983
3658,12808,ADIRONDACK,NY,43.74344255,-73.765301496,43.74344255,-73.765301496,-8211515.80074702,5425824.78868749
3659,12809,ARGYLE,NY,43.238216815,-73.464608261,43.238216815,-73.464608261,-8178042.78294184,5348301.4521199
3660,12810,ATHOL,NY,43.484002623,-73.875747471,43.484002623,-73.875747471,-8223810.59044418,5385934.56242858
3661,12811,BAKERS MILLS,NY,43.615906689,-74.045246111,43.615906689,-74.045246111,-8242679.09273914,5406193.98651212
3662,12812,BLUE MOUNTAIN LAKE,NY,43.848671102,-74.413028932,43.848671102,-74.413028932,-8283620.48909537,5442053.47520913
3663,12814,BOLTON LANDING,NY,43.574558609,-73.661414661,43.574558609,-73.661414661,-8199951.17117469,5399838.47469144
3664,12815,BRANT LAKE,NY,43.698341496,-73.715609487,43.698341496,-73.715609487,-8205984.11160864,5418877.89330814
3665,12816,CAMBRIDGE,NY,43.043149246,-73.382988069,43.043149246,-73.382988069,-8168956.86472995,5318541.91005008
3666,12817,CHESTERTOWN,NY,43.641697287,-73.820105755,43.641697287,-73.820105755,-8217616.5829522,5410160.40917878
3667,12819,CLEMONS,NY,43.608937596,-73.45413175,43.608937596,-73.45413175,-8176876.54307203,5405122.4782818
3668,12821,COMSTOCK,NY,43.455328403,-73.390891054,43.455328403,-73.390891054,-8169836.62099589,5381536.28571999
3669,12822,CORINTH,NY,43.244001169,-73.840458143,43.244001169,-73.840458143,-8219882.20042079,5349185.36621713
3670,12823,COSSAYUNA,NY,43.176553269,-73.405642269,43.176553269,-73.405642269,-8171478.71873827,5338883.78144076
3671,12824,DIAMOND POINT,NY,43.517880871,-73.69966958,43.517880871,-73.69966958,-8204209.68927811,5391133.76500073
3672,12827,FORT ANN,NY,43.410342011,-73.517243807,43.410342011,-73.517243807,-8183902.14512018,5374640.12067189
3673,12828,FORT EDWARD,NY,43.262847669,-73.604425294,43.262847669,-73.604425294,-8193607.14385962,5352065.90492968
3674,12831,GANSEVOORT,NY,43.169612609,-73.713161639,43.169612609,-73.713161639,-8205711.61841574,5337824.35297114
3675,12832,GRANVILLE,NY,43.392593884,-73.300287989,43.392593884,-73.300287989,-8159750.73393578,5371920.84014816
3676,12833,GREENFIELD CENTER,NY,43.128782724,-73.854301061,43.128782724,-73.854301061,-8221423.18700364,5331594.47891949
3677,12834,GREENWICH,NY,43.097943411,-73.505414287,43.097943411,-73.505414287,-8182585.28897745,5326891.73493437
3678,12835,HADLEY,NY,43.296632492,-73.958157091,43.296632492,-73.958157091,-8232984.38737905,5357231.88133421
3679,12836,HAGUE,NY,43.754270667,-73.513655227,43.754270667,-73.513655227,-8183502.66622191,5427493.41767867
3680,12837,HAMPTON,NY,43.499344917,-73.263352938,43.499344917,-73.263352938,-8155639.14286604,5388288.74113073
3681,12838,HARTFORD,NY,43.348180604,-73.402488396,43.348180604,-73.402488396,-8171127.63120189,5365119.54404147
3682,12839,HUDSON FALLS,NY,43.313127007,-73.577305271,43.313127007,-73.577305271,-8190588.15670896,5359755.07060451
3683,12841,HULETTS LANDING,NY,43.642658124,-73.506534979,43.642658124,-73.506534979,-8182710.04384023,5410308.21241933
3684,12842,INDIAN LAKE,NY,43.769281757,-74.275398483,43.769281757,-74.275398483,-8268299.53759504,5429807.14854072
3685,12843,JOHNSBURG,NY,43.591968762,-73.986310322,43.591968762,-73.986310322,-8236118.39071816,5402514.01431319
3686,12844,KATTSKILL BAY,NY,43.494866536,-73.626236935,43.494866536,-73.626236935,-8196035.20462911,5387601.49987065
3687,12845,LAKE GEORGE,NY,43.424543535,-73.697509715,43.424543535,-73.697509715,-8203969.25420613,5376816.58212062
3688,12846,LAKE LUZERNE,NY,43.322183109,-73.823148161,43.322183109,-73.823148161,-8217955.2620389,5361140.68654283
3689,12847,LONG LAKE,NY,43.954996517,-74.470828911,43.954996517,-74.470828911,-8290054.75332551,5458480.42990887
3690,12849,MIDDLE GRANVILLE,NY,43.442123793,-73.296188933,43.442123793,-73.296188933,-8159294.42910913,5379511.56045868
3691,12850,MIDDLE GROVE,NY,43.093986142,-73.96275511,43.093986142,-73.96275511,-8233496.23651279,5326288.4551503
3692,12851,MINERVA,NY,43.797752343,-73.987308126,43.797752343,-73.987308126,-8236229.46575135,5434197.05135373
3693,12852,NEWCOMB,NY,43.961217219,-74.133663836,43.961217219,-74.133663836,-8252521.70886324,5459442.41888204
3694,12853,NORTH CREEK,NY,43.698351605,-73.967298195,43.698351605,-73.967298195,-8234001.97042162,5418879.44980722
3695,12854,NORTH GRANVILLE,NY,43.449395552,-73.323425069,43.449395552,-73.323425069,-8162326.34189982,5380626.51895035
3696,12855,NORTH HUDSON,NY,43.982173187,-73.72769459,43.982173187,-73.72769459,-8207329.41912078,5462683.85727419
3697,12856,NORTH RIVER,NY,43.72453553,-74.080559589,43.72453553,-74.080559589,-8246610.17112823,5422911.91210902
3698,12857,OLMSTEDVILLE,NY,43.78766534,-73.921259596,43.78766534,-73.921259596,-8228876.9770241,5432641.48900004
3699,12858,PARADOX,NY,43.879812,-73.676422467,43.879812,-73.676422467,-8201621.83249654,5446861.61290804
3700,12859,PORTER CORNERS,NY,43.167263901,-73.88345126,43.167263901,-73.88345126,-8224668.17231284,5337465.87137171
3701,12860,POTTERSVILLE,NY,43.720545191,-73.810292187,43.720545191,-73.810292187,-8216524.14155957,5422297.26509352
3702,12861,PUTNAM STATION,NY,43.749097987,-73.430211992,43.749097987,-73.430211992,-8174213.80779156,5426696.26231154
3703,12862,RIPARIUS,NY,43.655467818,-73.936799924,43.655467818,-73.936799924,-8230606.91842382,5412278.92266241
3704,12863,ROCK CITY FALLS,NY,43.06041817,-73.923587054,43.06041817,-73.923587054,-8229136.0684635,5321172.63465483
3705,12864,SABAEL,NY,43.712657167,-74.2917135,43.712657167,-74.2917135,-8270115.71697976,5421082.36334074
3706,12865,SALEM,NY,43.202513221,-73.34607315,43.202513221,-73.34607315,-8164847.51474419,5342847.39933143
3707,12866,SARATOGA SPRINGS,NY,43.079601733,-73.772686217,43.079601733,-73.772686217,-8212337.86412839,5324095.90167099
3708,12870,SCHROON LAKE,NY,43.835629581,-73.770710411,43.835629581,-73.770710411,-8212117.91841056,5440040.6172869
3709,12871,SCHUYLERVILLE,NY,43.094721447,-73.601797215,43.094721447,-73.601797215,-8193314.58744358,5326400.54835698
3710,12872,SEVERANCE,NY,43.8523,-73.6927,43.8523,-73.6927,-8203433.83918147,5442613.64582062
3711,12873,SHUSHAN,NY,43.107405652,-73.319723966,43.107405652,-73.319723966,-8161914.33699849,5328334.39761565
3712,12874,SILVER BAY,NY,43.6800145,-73.512218944,43.6800145,-73.512218944,-8183342.77992972,5416056.48743975
3713,12878,STONY CREEK,NY,43.427916179,-73.956851111,43.427916179,-73.956851111,-8232839.00635046,5377333.53333376
3714,12883,TICONDEROGA,NY,43.845840101,-73.442257195,43.845840101,-73.442257195,-8175554.67365603,5441616.49470263
3715,12884,VICTORY MILLS,NY,43.08725204,-73.594345848,43.08725204,-73.594345848,-8192485.10506343,5325261.94090302
3716,12885,WARRENSBURG,NY,43.508786815,-73.793428251,43.508786815,-73.793428251,-8214646.85679128,5389737.83846626
3717,12886,WEVERTOWN,NY,43.638591581,-73.951525628,43.638591581,-73.951525628,-8232246.17629468,5409682.68207579
3718,12887,WHITEHALL,NY,43.547862288,-73.382076313,43.547862288,-73.382076313,-8168855.3685163,5395737.36684018
3719,12901,PLATTSBURGH,NY,44.697592883,-73.465558446,44.697592883,-73.465558446,-8178148.5570522,5574038.65188438
3720,12903,PLATTSBURGH,NY,44.680937308,-73.447137339,44.680937308,-73.447137339,-8176097.9288011,5571430.67797733
3721,12910,ALTONA,NY,44.873298497,-73.654048522,44.873298497,-73.654048522,-8199131.1763321,5601596.93348683
3722,12911,KEESEVILLE,NY,44.5226048,-73.46175075,44.5226048,-73.46175075,-8177724.68627238,5546675.89819002
3723,12912,AU SABLE FORKS,NY,44.451839073,-73.695524949,44.451839073,-73.695524949,-8203748.31106566,5535633.66150299
3724,12913,BLOOMINGDALE,NY,44.413443021,-74.062656086,44.413443021,-74.062656086,-8244617.16229086,5529647.9662234
3725,12914,BOMBAY,NY,44.934311147,-74.586782629,44.934311147,-74.586782629,-8302962.66216886,5611186.04202915
3726,12915,BRAINARDSVILLE,NY,44.8351,-74.1977,44.8351,-74.1977,-8259650.18203207,5595598.60611173
3727,12916,BRUSHTON,NY,44.837318431,-74.512486698,44.837318431,-74.512486698,-8294692.07696193,5595946.85854863
3728,12917,BURKE,NY,44.91707243,-74.174442062,44.91707243,-74.174442062,-8257061.12021701,5608475.67168184
3729,12918,CADYVILLE,NY,44.690805903,-73.666155072,44.690805903,-73.666155072,-8200478.87131337,5572975.83810069
3730,12919,CHAMPLAIN,NY,44.964016228,-73.433484427,44.964016228,-73.433484427,-8174578.09358942,5615858.35551232
3731,12920,CHATEAUGAY,NY,44.910118784,-74.105548038,44.910118784,-74.105548038,-8249391.87254663,5607382.60957208
3732,12921,CHAZY,NY,44.882602668,-73.425053599,44.882602668,-73.425053599,-8173639.57810949,5603058.57457606
3733,12922,CHILDWOLD,NY,44.286335884,-74.696993279,44.286335884,-74.696993279,-8315231.25560685,5509860.77516611
3734,12923,CHURUBUSCO,NY,44.945466364,-73.959191419,44.945466364,-73.959191419,-8233099.52824533,5612940.36308631
3735,12924,KEESEVILLE,NY,44.46740236,-73.58378528,44.46740236,-73.58378528,-8191309.50801118,5538060.99766251
3736,12926,CONSTABLE,NY,44.93978728,-74.327456759,44.93978728,-74.327456759,-8274094.63837094,5612047.20145984
3737,12927,CRANBERRY LAKE,NY,44.206530813,-74.839345867,44.206530813,-74.839345867,-8331077.87321612,5497459.12897256
3738,12928,CROWN POINT,NY,43.954438777,-73.466907421,43.954438777,-73.466907421,-8178298.72426229,5458394.18415595
3739,12930,DICKINSON CENTER,NY,44.731067793,-74.548597182,44.731067793,-74.548597182,-8298711.87765311,5579282.51162739
3740,12932,ELIZABETHTOWN,NY,44.222243154,-73.593429276,44.222243154,-73.593429276,-8192383.0727351,5499899.4849336
3741,12934,ELLENBURG CENTER,NY,44.871591711,-73.886459504,44.871591711,-73.886459504,-8225003.0485031,5601328.83116151
3742,12935,ELLENBURG DEPOT,NY,44.84295708,-73.789761721,44.84295708,-73.789761721,-8214238.7005387,5596832.08199907
3743,12936,ESSEX,NY,44.282224118,-73.393421431,44.282224118,-73.393421431,-8170118.30127505,5509221.39855208
3744,12937,FORT COVINGTON,NY,44.973397693,-74.485755561,44.973397693,-74.485755561,-8291716.38040276,5617334.46919328
3745,12941,JAY,NY,44.389992195,-73.725437802,44.389992195,-73.725437802,-8207078.1946298,5525994.06765418
3746,12942,KEENE,NY,44.254762576,-73.784716017,44.254762576,-73.784716017,-8213677.01533873,5504952.29575871
3747,12943,KEENE VALLEY,NY,44.191509444,-73.789160732,44.191509444,-73.789160732,-8214171.79874925,5495126.69960828
3748,12944,KEESEVILLE,NY,44.494434565,-73.480782614,44.494434565,-73.480782614,-8179843.30368171,5542278.62841985
3749,12945,LAKE CLEAR,NY,44.354764283,-74.24309875,44.354764283,-74.24309875,-8264703.94776472,5520507.91893434
3750,12946,LAKE PLACID,NY,44.281285528,-73.984579298,44.281285528,-73.984579298,-8235925.69400793,5509075.45476502
3751,12949,LAWRENCEVILLE,NY,44.579,-74.6811,44.579,-74.6811,-8313462.02388154,5555485.37462917
3752,12950,LEWIS,NY,44.300961811,-73.555892721,44.300961811,-73.555892721,-8188204.52254637,5512135.4589655
3753,12952,LYON MOUNTAIN,NY,44.719166959,-73.939781994,44.719166959,-73.939781994,-8230938.88093774,5577417.89308433
3754,12953,MALONE,NY,44.838360148,-74.286224242,44.838360148,-74.286224242,-8269504.65557437,5596110.39338317
3755,12955,LYON MOUNTAIN,NY,44.788504461,-73.974502511,44.788504461,-73.974502511,-8234803.95121025,5588287.06804582
3756,12956,MINEVILLE,NY,44.084257691,-73.512818383,44.084257691,-73.512818383,-8183409.50917396,5478490.52704257
3757,12957,MOIRA,NY,44.845460914,-74.561280929,44.845460914,-74.561280929,-8300123.8259105,5597225.19198063
3758,12958,MOOERS,NY,44.959716897,-73.578008028,44.959716897,-73.578008028,-8190666.38726035,5615181.96386292
3759,12959,MOOERS FORKS,NY,44.956170095,-73.678128111,44.956170095,-73.678128111,-8201811.70391809,5614624.00188528
3760,12960,MORIAH,NY,44.038770177,-73.50535093,44.038770177,-73.50535093,-8182578.23610847,5471443.9190927
3761,12961,MORIAH CENTER,NY,44.053391195,-73.540414951,44.053391195,-73.540414951,-8186481.54507136,5473708.31472707
3762,12962,MORRISONVILLE,NY,44.693167668,-73.576444464,44.693167668,-73.576444464,-8190492.33211205,5573345.66687474
3763,12964,NEW RUSSIA,NY,44.136236723,-73.629519231,44.136236723,-73.629519231,-8196400.58814846,5486549.39228777
3764,12965,NICHOLVILLE,NY,44.702471539,-74.694781809,44.702471539,-74.694781809,-8314985.07589255,5574802.70676099
3765,12966,NORTH BANGOR,NY,44.824614138,-74.41781421,44.824614138,-74.41781421,-8284153.18380563,5593952.70207774
3766,12967,NORTH LAWRENCE,NY,44.769546633,-74.660507625,44.769546633,-74.660507625,-8311169.69118232,5585313.9902086
3767,12969,OWLS HEAD,NY,44.710479568,-74.153360917,44.710479568,-74.153360917,-8254714.37789027,5576056.99782918
3768,12970,PAUL SMITHS,NY,44.452393705,-74.268724331,44.452393705,-74.268724331,-8267556.57439293,5535720.15385494
3769,12972,PERU,NY,44.573461005,-73.524086277,44.573461005,-73.524086277,-8184663.84539635,5554619.75179027
3770,12973,PIERCEFIELD,NY,44.2603,-74.8672,44.2603,-74.8672,-8334178.58111817,5505812.96935317
3771,12974,PORT HENRY,NY,44.047139598,-73.463893136,44.047139598,-73.463893136,-8177963.17559098,5472740.04500576
3772,12975,PORT KENT,NY,44.4771,-73.3933,44.4771,-73.3933,-8170104.78363796,5539573.82242222
3773,12976,RAINBOW LAKE,NY,44.469752868,-74.172015057,44.469752868,-74.172015057,-8256790.94725625,5538427.65211472
3774,12977,RAY BROOK,NY,44.296615,-74.1058835,44.296615,-74.1058835,-8249429.21600565,5511459.36602841
3775,12978,REDFORD,NY,44.611888031,-73.801013528,44.611888031,-73.801013528,-8215491.24596445,5560626.74829896
3776,12979,ROUSES POINT,NY,44.987150482,-73.368462704,44.987150482,-73.368462704,-8167339.90849456,5619498.81934856
3777,12980,SAINT REGIS FALLS,NY,44.648309557,-74.560327869,44.648309557,-74.560327869,-8300017.7317566,5566323.91057452
3778,12981,SARANAC,NY,44.6362238,-73.794247217,44.6362238,-73.794247217,-8214738.02366938,5564433.0245254
3779,12983,SARANAC LAKE,NY,44.329824899,-74.145503664,44.329824899,-74.145503664,-8253839.71248728,5516626.02723662
3780,12985,SCHUYLER FALLS,NY,44.595706686,-73.663927492,44.595706686,-73.663927492,-8200230.89824206,5558096.76101348
3781,12986,TUPPER LAKE,NY,44.228862992,-74.46153395,44.228862992,-74.46153395,-8289020.04300005,5500927.83742663
3782,12987,UPPER JAY,NY,44.330527424,-73.777377047,44.330527424,-73.777377047,-8212860.04493538,5516735.35481134
3783,12989,VERMONTVILLE,NY,44.493552769,-74.066246377,44.493552769,-74.066246377,-8245016.83165678,5542141.01761119
3784,12992,WEST CHAZY,NY,44.806587186,-73.514760203,44.806587186,-73.514760203,-8183625.67158757,5591123.81714446
3785,12993,WESTPORT,NY,44.195688856,-73.463019492,44.195688856,-73.463019492,-8177865.92198576,5495775.59428928
3786,12996,WILLSBORO,NY,44.378071466,-73.395679646,44.378071466,-73.395679646,-8170369.68461895,5524137.24721957
3787,12997,WILMINGTON,NY,44.385214491,-73.813382368,44.385214491,-73.813382368,-8216868.13893495,5525249.82796409
3788,12998,WITHERBEE,NY,44.08439109,-73.534846915,44.08439109,-73.534846915,-8185861.71413912,5478511.20024903
3789,13020,APULIA STATION,NY,42.830140369,-76.041687292,42.830140369,-76.041687292,-8464921.90840678,5286153.11338648
3790,13021,AUBURN,NY,42.927796412,-76.561582172,42.927796412,-76.561582172,-8522796.34171441,5300988.1741551
3791,13026,AURORA,NY,42.746485902,-76.666069382,42.746485902,-76.666069382,-8534427.80472602,5273463.67964855
3792,13027,BALDWINSVILLE,NY,43.160582083,-76.317757442,43.160582083,-76.317757442,-8495653.896928,5336446.10571298
3793,13028,BERNHARDS BAY,NY,43.27900711,-75.933319261,43.27900711,-75.933319261,-8452858.43437759,5354536.45804885
3794,13029,BREWERTON,NY,43.223297782,-76.131018547,43.223297782,-76.131018547,-8474866.2182253,5346022.04396135
3795,13030,BRIDGEPORT,NY,43.161738369,-75.962815161,43.161738369,-75.962815161,-8456141.90294608,5336622.5677823
3796,13031,CAMILLUS,NY,43.041716859,-76.284046767,43.041716859,-76.284046767,-8491901.2417527,5318323.73540801
3797,13032,CANASTOTA,NY,43.09257035,-75.763445624,43.09257035,-75.763445624,-8433948.18760755,5326072.62923028
3798,13033,CATO,NY,43.18246788,-76.562849714,43.18246788,-76.562849714,-8522937.44384441,5339786.68791967
3799,13034,CAYUGA,NY,42.915187907,-76.708750463,42.915187907,-76.708750463,-8539179.04092944,5299071.47837825
3800,13035,CAZENOVIA,NY,42.939171582,-75.84248648,42.939171582,-75.84248648,-8442746.97544933,5302717.71982329
3801,13036,CENTRAL SQUARE,NY,43.298495637,-76.159280017,43.298495637,-76.159280017,-8478012.27067477,5357516.85496306
3802,13037,CHITTENANGO,NY,43.058273621,-75.878089464,43.058273621,-75.878089464,-8446710.28149893,5320845.89666418
3803,13039,CICERO,NY,43.175069401,-76.091992772,43.175069401,-76.091992772,-8470521.88882449,5338657.27239995
3804,13040,CINCINNATUS,NY,42.549493058,-75.935923624,42.549493058,-75.935923624,-8453148.35074059,5243649.56554897
3805,13041,CLAY,NY,43.174273862,-76.16694954,43.174273862,-76.16694954,-8478866.03806976,5338535.83746587
3806,13042,CLEVELAND,NY,43.245337479,-75.847667981,43.245337479,-75.847667981,-8443323.7775022,5349389.58129056
3807,13044,CONSTANTIA,NY,43.273563973,-76.00360052,43.273563973,-76.00360052,-8460682.10834178,5353704.2050627
3808,13045,CORTLAND,NY,42.594621605,-76.189438988,42.594621605,-76.189438988,-8481369.55196934,5250471.26884932
3809,13051,DELPHI FALLS,NY,42.8856,-75.9773,42.8856,-75.9773,-8457754.34784778,5294575.17940231
3810,13052,DE RUYTER,NY,42.753298656,-75.880054192,42.753298656,-75.880054192,-8446928.99401944,5274496.45609161
3811,13053,DRYDEN,NY,42.485646888,-76.283949843,42.485646888,-76.283949843,-8491890.45222238,5234006.8954254
3812,13054,DURHAMVILLE,NY,43.154863377,-75.664678397,43.154863377,-75.664678397,-8422953.47019085,5335573.4168422
3813,13057,EAST SYRACUSE,NY,43.071904836,-76.055710602,43.071904836,-76.055710602,-8466482.97613522,5322922.90823086
3814,13060,ELBRIDGE,NY,43.031466058,-76.428071934,43.031466058,-76.428071934,-8507934.05000456,5316762.528882
3815,13061,ERIEVILLE,NY,42.864199125,-75.747979272,42.864199125,-75.747979272,-8432226.48117848,5291324.3590909
3816,13062,ETNA,NY,42.460133333,-76.401192308,42.460133333,-76.401192308,-8504941.82372553,5230156.34242238
3817,13063,FABIUS,NY,42.855794378,-75.985727731,42.855794378,-75.985727731,-8458692.51857124,5290047.97546967
3818,13064,FAIR HAVEN,NY,43.3615,-76.6541,43.3615,-76.6541,-8533095.37921667,5367158.70752379
3819,13065,FAYETTE,NY,42.8164595,-76.807305806,42.8164595,-76.807305806,-8550150.17152716,5284076.70721121
3820,13066,FAYETTEVILLE,NY,43.027626715,-76.012439533,43.027626715,-76.012439533,-8461666.06276805,5316177.86049477
3821,13068,FREEVILLE,NY,42.504804948,-76.364894076,42.504804948,-76.364894076,-8500901.12302259,5236899.29776948
3822,13069,FULTON,NY,43.324217689,-76.403711184,43.324217689,-76.403711184,-8505222.22371922,5361452.01295943
3823,13071,GENOA,NY,42.668645054,-76.544684887,42.668645054,-76.544684887,-8520915.34455242,5261671.47761549
3824,13072,GEORGETOWN,NY,42.75702867,-75.756767016,42.75702867,-75.756767016,-8433204.72836578,5275061.95401699
3825,13073,GROTON,NY,42.586072292,-76.381132069,42.586072292,-76.381132069,-8502708.72813486,5249178.56197123
3826,13074,HANNIBAL,NY,43.312332996,-76.551968201,43.312332996,-76.551968201,-8521726.11935819,5359633.59393269
3827,13076,HASTINGS,NY,43.350613218,-76.146811879,43.350613218,-76.146811879,-8476624.32390147,5365491.93725738
3828,13077,HOMER,NY,42.673138327,-76.192609649,42.673138327,-76.192609649,-8481722.50833734,5262351.76693188
3829,13078,JAMESVILLE,NY,42.989255398,-76.082412038,42.989255398,-76.082412038,-8469455.36639418,5310336.5519324
3830,13080,JORDAN,NY,43.077914934,-76.473814784,43.077914934,-76.473814784,-8513026.12077399,5323838.82389108
3831,13081,KING FERRY,NY,42.664967213,-76.632355967,42.664967213,-76.632355967,-8530674.84453532,5261114.68271485
3832,13082,KIRKVILLE,NY,43.101836275,-75.954407771,43.101836275,-75.954407771,-8455205.99657238,5327485.23431479
3833,13083,LACONA,NY,43.640627801,-76.030200412,43.640627801,-76.030200412,-8463643.19477437,5409995.89550418
3834,13084,LA FAYETTE,NY,42.897131909,-76.109204391,42.897131909,-76.109204391,-8472437.87748729,5296327.35872532
3835,13087,LITTLE YORK,NY,42.697408956,-76.16566586,42.697408956,-76.16566586,-8478723.13946581,5266027.23286852
3836,13088,LIVERPOOL,NY,43.110340598,-76.18656097,43.110340598,-76.18656097,-8481049.17247109,5328781.92012326
3837,13089,LIVERPOOL,NY,43.139885,-76.227286,43.139885,-76.227286,-8485582.66207322,5333288.06595807
3838,13090,LIVERPOOL,NY,43.151670804,-76.224894608,43.151670804,-76.224894608,-8485316.4535335,5335086.25772152
3839,13092,LOCKE,NY,42.649546982,-76.427134941,42.649546982,-76.427134941,-8507829.74442092,5258780.54497728
3840,13093,LYCOMING,NY,43.4873,-76.4082,43.4873,-76.4082,-8505721.9164306,5386440.4737799
3841,13101,MC GRAW,NY,42.596445138,-76.08095828,42.596445138,-76.08095828,-8469293.53479389,5250747.02080984
3842,13102,MC LEAN,NY,42.5372,-76.2937,42.5372,-76.2937,-8492975.83473477,5241792.18215197
3843,13103,MALLORY,NY,43.326801346,-76.102754324,43.326801346,-76.102754324,-8471719.85931328,5361847.37281282
3844,13104,MANLIUS,NY,42.99336791,-75.970904714,42.99336791,-75.970904714,-8457042.42786678,5310962.42969711
3845,13108,MARCELLUS,NY,42.982195983,-76.332292367,42.982195983,-76.332292367,-8497271.91737772,5309262.28652568
3846,13110,MARIETTA,NY,42.886001543,-76.283487109,42.886001543,-76.283487109,-8491838.94090912,5294636.18507471
3847,13111,MARTVILLE,NY,43.266492336,-76.61840495,43.266492336,-76.61840495,-8529121.82442683,5352623.06638993
3848,13112,MEMPHIS,NY,43.097490137,-76.413798473,43.097490137,-76.413798473,-8506345.13559418,5326822.63200895
3849,13113,MERIDIAN,NY,43.1271,-76.5063,43.1271,-76.5063,-8516642.35847742,5331337.8160788
3850,13114,MEXICO,NY,43.466935864,-76.244915484,43.466935864,-76.244915484,-8487545.16725506,5383316.47774674
3851,13115,MINETTO,NY,43.398006989,-76.475525223,43.398006989,-76.475525223,-8513216.52597251,5372750.12498704
3852,13116,MINOA,NY,43.076219549,-76.008981335,43.076219549,-76.008981335,-8461281.09792763,5323580.44468681
3853,13117,MONTEZUMA,NY,43.013641038,-76.70004517,43.013641038,-76.70004517,-8538209.97214548,5314048.38256118
3854,13118,MORAVIA,NY,42.737853627,-76.407996447,42.737853627,-76.407996447,-8505699.25701429,5272155.23672888
3855,13119,MOTTVILLE,NY,42.9842,-76.4449,42.9842,-76.4449,-8509807.34174271,5309567.23496931
3856,13120,NEDROW,NY,42.95530949,-76.159796773,42.95530949,-76.159796773,-8478069.79568956,5305171.9676131
3857,13122,NEW WOODSTOCK,NY,42.842507697,-75.862458647,42.842507697,-75.862458647,-8444970.26690981,5288030.55317699
3858,13123,NORTH BAY,NY,43.226828629,-75.764595978,43.226828629,-75.764595978,-8434076.24442906,5346561.45490046
3859,13124,NORTH PITCHER,NY,42.635777889,-75.811519289,42.635777889,-75.811519289,-8439299.72351591,5256696.82656403
3860,13126,OSWEGO,NY,43.445681974,-76.49000267,43.445681974,-76.49000267,-8514828.14800053,5380057.1096645
3861,13131,PARISH,NY,43.416574743,-76.11235824,43.416574743,-76.11235824,-8472788.96235201,5375595.25818481
3862,13132,PENNELLVILLE,NY,43.258257605,-76.23728382,43.258257605,-76.23728382,-8486695.61430467,5351364.26776807
3863,13135,PHOENIX,NY,43.23971501,-76.313519293,43.23971501,-76.313519293,-8495182.10833941,5348530.38504838
3864,13136,PITCHER,NY,42.602571642,-75.850557343,42.602571642,-75.850557343,-8443645.41980875,5251673.52077511
3865,13138,POMPEY,NY,42.9297,-76.0161,42.9297,-76.0161,-8462073.54409056,5301277.58426688
3866,13140,PORT BYRON,NY,43.051503315,-76.648702256,43.051503315,-76.648702256,-8532494.50510316,5319814.46516744
3867,13141,PREBLE,NY,42.758576634,-76.177618491,42.758576634,-76.177618491,-8480053.70026238,5275296.64689205
3868,13142,PULASKI,NY,43.562012279,-76.137017828,43.562012279,-76.137017828,-8475534.05513135,5397910.87220167
3869,13143,RED CREEK,NY,43.238604245,-76.716449077,43.238604245,-76.716449077,-8540036.04671974,5348360.65314248
3870,13144,RICHLAND,NY,43.568152238,-75.99664883,43.568152238,-75.99664883,-8459908.24975083,5398854.15767668
3871,13145,SANDY CREEK,NY,43.65187482,-76.123086622,43.65187482,-76.123086622,-8473983.24037329,5411726.11466737
3872,13146,SAVANNAH,NY,43.087583677,-76.759950797,43.087583677,-76.759950797,-8544878.63603877,5325312.49141638
3873,13147,SCIPIO CENTER,NY,42.774867465,-76.566614932,42.774867465,-76.566614932,-8523356.58599489,5277766.91911003
3874,13148,SENECA FALLS,NY,42.905388436,-76.790257952,42.905388436,-76.790257952,-8548252.41310076,5297582.07182225
3875,13152,SKANEATELES,NY,42.920933378,-76.408148775,42.920933378,-76.408148775,-8505716.21408969,5299944.8338365
3876,13153,SKANEATELES FALLS,NY,42.994669286,-76.454850617,42.994669286,-76.454850617,-8510915.03936024,5311160.49311367
3877,13154,SOUTH BUTLER,NY,43.172,-76.8369,43.172,-76.8369,-8553444.58213368,5338188.75285649
3878,13155,SOUTH OTSELIC,NY,42.654047456,-75.77742792,42.654047456,-75.77742792,-8435504.68967839,5259461.71531207
3879,13156,STERLING,NY,43.32817808,-76.675167124,43.32817808,-76.675167124,-8535440.56073283,5362058.05213144
